State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Plan Type,Rating Area,Premium Adult Individual Age 21,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
GA,13315,Wilcox,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$369.84,"$5,500","$8,700"
GA,13315,Wilcox,Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$296.63,"$8,000","$8,700"
GA,13315,Wilcox,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$383.14,"$4,950","$7,500"
GA,13315,Wilcox,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$368.64,"$6,000","$8,700"
GA,13315,Wilcox,Gold,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$437.98,"$1,900","$8,700"
GA,13315,Wilcox,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$323.25,"$5,000","$8,700"
GA,13315,Wilcox,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 12,$416.70,"$2,600","$8,700"
GA,13317,Wilkes,Catastrophic,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$234.57,"$8,700","$8,700"
GA,13317,Wilkes,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$327.00,"$7,050","$7,050"
GA,13317,Wilkes,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$323.03,"$5,600","$8,700"
GA,13317,Wilkes,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$319.89,"$6,000","$8,700"
GA,13317,Wilkes,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$402.13,"$3,000","$7,700"
GA,13317,Wilkes,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$384.43,"$5,500","$8,700"
GA,13317,Wilkes,Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$308.33,"$8,000","$8,700"
GA,13317,Wilkes,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$398.25,"$4,950","$7,500"
GA,13317,Wilkes,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$383.18,"$6,000","$8,700"
GA,13317,Wilkes,Gold,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$455.26,"$1,900","$8,700"
GA,13317,Wilkes,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$336.00,"$5,000","$8,700"
GA,13317,Wilkes,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 5,$433.13,"$2,600","$8,700"
GA,13319,Wilkinson,Catastrophic,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$216.11,"$8,700","$8,700"
GA,13319,Wilkinson,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$301.27,"$7,050","$7,050"
GA,13319,Wilkinson,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$297.61,"$5,600","$8,700"
GA,13319,Wilkinson,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$294.72,"$6,000","$8,700"
GA,13319,Wilkinson,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$370.48,"$3,000","$7,700"
GA,13319,Wilkinson,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$354.18,"$5,500","$8,700"
GA,13319,Wilkinson,Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$284.06,"$8,000","$8,700"
GA,13319,Wilkinson,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$366.91,"$4,950","$7,500"
GA,13319,Wilkinson,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$353.02,"$6,000","$8,700"
GA,13319,Wilkinson,Gold,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$419.43,"$1,900","$8,700"
GA,13319,Wilkinson,Expanded Bronze,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$309.56,"$5,000","$8,700"
GA,13319,Wilkinson,Silver,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",HMO,Rating Area 16,$399.05,"$2,600","$8,700"
IL,17001,Adams,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$559.55,$750,"$8,700"
IL,17001,Adams,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$479.79,"$2,350","$8,700"
IL,17001,Adams,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$394.55,"$4,500","$7,000"
IL,17001,Adams,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$333.09,"$8,700","$8,700"
IL,17001,Adams,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$366.76,"$6,100","$8,700"
IL,17001,Adams,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$351.72,"$7,000","$8,700"
IL,17003,Alexander,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17003,Alexander,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17003,Alexander,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17003,Alexander,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17003,Alexander,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
IL,17003,Alexander,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$446.07,"$7,000","$8,700"
IL,17005,Bond,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$569.91,$750,"$8,700"
IL,17005,Bond,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$487.84,"$2,350","$8,700"
IL,17005,Bond,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$400.61,"$4,500","$7,000"
IL,17005,Bond,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$338.01,"$8,700","$8,700"
IL,17005,Bond,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$371.66,"$6,100","$8,700"
IL,17005,Bond,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$356.92,"$7,000","$8,700"
IL,17007,Boone,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$486.78,$750,"$8,700"
IL,17007,Boone,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$422.44,"$3,100","$8,700"
IL,17007,Boone,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$335.34,"$7,400","$8,700"
IL,17007,Boone,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$623.49,$750,"$8,700"
IL,17007,Boone,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$537.19,"$2,350","$8,700"
IL,17007,Boone,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$442.52,"$4,500","$7,000"
IL,17007,Boone,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$375.00,"$8,700","$8,700"
IL,17007,Boone,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$410.89,"$6,100","$8,700"
IL,17007,Boone,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$394.86,"$7,000","$8,700"
IL,17009,Brown,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$559.55,$750,"$8,700"
IL,17009,Brown,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$479.79,"$2,350","$8,700"
IL,17009,Brown,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$394.55,"$4,500","$7,000"
IL,17009,Brown,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$333.09,"$8,700","$8,700"
IL,17009,Brown,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$366.76,"$6,100","$8,700"
IL,17009,Brown,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$351.72,"$7,000","$8,700"
IL,17011,Bureau,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$536.54,$750,"$8,700"
IL,17011,Bureau,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$459.02,"$2,350","$8,700"
IL,17011,Bureau,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$377.00,"$4,500","$7,000"
IL,17011,Bureau,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$317.86,"$8,700","$8,700"
IL,17011,Bureau,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$349.90,"$6,100","$8,700"
IL,17011,Bureau,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 6,$335.74,"$7,000","$8,700"
IL,17013,Calhoun,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$569.91,$750,"$8,700"
IL,17013,Calhoun,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$487.84,"$2,350","$8,700"
IL,17013,Calhoun,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$400.61,"$4,500","$7,000"
IL,17013,Calhoun,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$338.01,"$8,700","$8,700"
IL,17013,Calhoun,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$371.66,"$6,100","$8,700"
IL,17013,Calhoun,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$356.92,"$7,000","$8,700"
IL,17015,Carroll,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$623.49,$750,"$8,700"
IL,17015,Carroll,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$537.19,"$2,350","$8,700"
IL,17015,Carroll,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$442.52,"$4,500","$7,000"
IL,17015,Carroll,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$375.00,"$8,700","$8,700"
IL,17015,Carroll,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$410.89,"$6,100","$8,700"
IL,17015,Carroll,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$394.86,"$7,000","$8,700"
IL,17017,Cass,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$559.55,$750,"$8,700"
IL,17017,Cass,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$479.79,"$2,350","$8,700"
IL,17017,Cass,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$394.55,"$4,500","$7,000"
IL,17017,Cass,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$333.09,"$8,700","$8,700"
IL,17017,Cass,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$366.76,"$6,100","$8,700"
IL,17017,Cass,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$351.72,"$7,000","$8,700"
IL,17019,Champaign,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17019,Champaign,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17019,Champaign,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17019,Champaign,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17019,Champaign,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17019,Champaign,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17021,Christian,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$559.55,$750,"$8,700"
IL,17021,Christian,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$479.79,"$2,350","$8,700"
IL,17021,Christian,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$394.55,"$4,500","$7,000"
IL,17021,Christian,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$333.09,"$8,700","$8,700"
IL,17021,Christian,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$366.76,"$6,100","$8,700"
IL,17021,Christian,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 10,$351.72,"$7,000","$8,700"
IL,17023,Clark,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17023,Clark,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17023,Clark,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17023,Clark,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17023,Clark,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17023,Clark,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17025,Clay,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17025,Clay,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17025,Clay,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17025,Clay,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17025,Clay,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
IL,17025,Clay,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$446.07,"$7,000","$8,700"
IL,17027,Clinton,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$569.91,$750,"$8,700"
IL,17027,Clinton,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$487.84,"$2,350","$8,700"
IL,17027,Clinton,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$400.61,"$4,500","$7,000"
IL,17027,Clinton,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$338.01,"$8,700","$8,700"
IL,17027,Clinton,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$371.66,"$6,100","$8,700"
IL,17027,Clinton,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 11,$356.92,"$7,000","$8,700"
IL,17029,Coles,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17029,Coles,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17029,Coles,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17029,Coles,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17029,Coles,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17029,Coles,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17031,Cook,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$453.98,$750,"$8,700"
IL,17031,Cook,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$394.04,"$3,100","$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$308.39,"$7,400","$8,700"
IL,17031,Cook,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$349.38,"$3,200","$8,700"
IL,17031,Cook,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$402.53,$750,"$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$273.45,"$7,400","$8,700"
IL,17031,Cook,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$530.84,$750,"$8,700"
IL,17031,Cook,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$447.39,"$2,350","$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$363.84,"$4,500","$7,000"
IL,17031,Cook,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$304.14,"$8,700","$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$337.21,"$6,100","$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 1,$323.81,"$7,000","$8,700"
IL,17031,Cook,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$349.13,$750,"$8,700"
IL,17031,Cook,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$293.01,"$4,200","$8,700"
IL,17031,Cook,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 1,$214.62,"$7,400","$8,700"
IL,17033,Crawford,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17033,Crawford,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17033,Crawford,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17033,Crawford,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17033,Crawford,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
IL,17033,Crawford,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$446.07,"$7,000","$8,700"
IL,17035,Cumberland,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17035,Cumberland,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17035,Cumberland,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17035,Cumberland,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17035,Cumberland,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17035,Cumberland,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17037,Dekalb,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$486.78,$750,"$8,700"
IL,17037,Dekalb,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$422.44,"$3,100","$8,700"
IL,17037,Dekalb,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 5,$335.34,"$7,400","$8,700"
IL,17037,Dekalb,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$623.49,$750,"$8,700"
IL,17037,Dekalb,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$537.19,"$2,350","$8,700"
IL,17037,Dekalb,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$442.52,"$4,500","$7,000"
IL,17037,Dekalb,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$375.00,"$8,700","$8,700"
IL,17037,Dekalb,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$410.89,"$6,100","$8,700"
IL,17037,Dekalb,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 5,$394.86,"$7,000","$8,700"
IL,17039,Dewitt,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$586.45,$750,"$8,700"
IL,17039,Dewitt,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$502.33,"$2,350","$8,700"
IL,17039,Dewitt,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$412.46,"$4,500","$7,000"
IL,17039,Dewitt,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$348.49,"$8,700","$8,700"
IL,17039,Dewitt,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$382.75,"$6,100","$8,700"
IL,17039,Dewitt,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 8,$367.81,"$7,000","$8,700"
IL,17041,Douglas,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17041,Douglas,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17041,Douglas,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17041,Douglas,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17041,Douglas,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17041,Douglas,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17043,Dupage,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$435.76,$750,"$8,700"
IL,17043,Dupage,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$377.99,"$3,100","$8,700"
IL,17043,Dupage,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$295.98,"$7,400","$8,700"
IL,17043,Dupage,Silver,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$359.70,"$3,200","$8,700"
IL,17043,Dupage,Gold,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$414.67,$750,"$8,700"
IL,17043,Dupage,Expanded Bronze,Blue Cross and Blue Shield of Illinois,HMO,Rating Area 3,$281.67,"$7,400","$8,700"
IL,17043,Dupage,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$498.86,$750,"$8,700"
IL,17043,Dupage,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$420.49,"$2,350","$8,700"
IL,17043,Dupage,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$342.13,"$4,500","$7,000"
IL,17043,Dupage,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$285.95,"$8,700","$8,700"
IL,17043,Dupage,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$316.96,"$6,100","$8,700"
IL,17043,Dupage,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 3,$304.37,"$7,000","$8,700"
IL,17045,Edgar,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$616.08,$750,"$8,700"
IL,17045,Edgar,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$531.11,"$2,350","$8,700"
IL,17045,Edgar,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$437.53,"$4,500","$7,000"
IL,17045,Edgar,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$370.79,"$8,700","$8,700"
IL,17045,Edgar,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$405.87,"$6,100","$8,700"
IL,17045,Edgar,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 9,$390.37,"$7,000","$8,700"
IL,17047,Edwards,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17047,Edwards,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17047,Edwards,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17047,Edwards,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17047,Edwards,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
IL,17047,Edwards,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$446.07,"$7,000","$8,700"
IL,17049,Effingham,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17049,Effingham,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17049,Effingham,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17049,Effingham,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17049,Effingham,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
IL,17049,Effingham,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$446.07,"$7,000","$8,700"
IL,17051,Fayette,Gold,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$692.12,$750,"$8,700"
IL,17051,Fayette,Silver,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$602.66,"$2,350","$8,700"
IL,17051,Fayette,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$498.71,"$4,500","$7,000"
IL,17051,Fayette,Catastrophic,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$425.24,"$8,700","$8,700"
IL,17051,Fayette,Expanded Bronze,Blue Cross and Blue Shield of Illinois,PPO,Rating Area 13,$462.87,"$6,100","$8,700"
